comment,sentiment
他们吃的好香啊看得我也想吃了,2
还好我基本上不吃老坛酸菜口味的,0
庆幸自己躲过一劫当初买老坛酸菜面第一口就感觉里面有种说不出的土味就是很怪然后就不吃了之后再也没吃过,0
emo了315之前我妈刚买来一大包的老坛酸菜牛肉面,1
我以前吃方便面最喜欢吃老坛酸菜面了,2
我越看越觉得是在看曾经的自己,2
或许他们为了拍视频吃过那一次酸菜但我们为了充饥吃了很多顿啊,0
我以前同时买过康师傅和白象的酸菜面当时就觉得康师傅的酸菜面更酸一点现在我终于知道为啥这么酸了他真是辜负了我对酸菜面的喜爱,0
学校隔离餐太难吃了昨天晚上没忍住开了一包结果十多个人来抢,0
我吃老坛都不放酸菜的只放粉包跟酱包,0
今年过年前买了一包老坛酸菜结果吃的时候忘记放酸菜当时还很后悔现在很庆幸,0
好吃确实不假但是出了这个事后他就算以后再干净都不敢吃了,0
站在这里的笑客大多数也吃过啦谁也别笑谁虽然我也吃过,2
去外面早上的酸菜全换成了酸豆角,0
希望白象趁着这个难得的时机好好调整一下泡面的味道赶紧树立起好口碑好品质不然过几天又会像乐天一样了,2
该说不说我原来也挺喜欢的虽说不常吃方便面就是了,2
舍友说没事又泡了一包吃怎么办在线求挺急的,1
开学时买了一桶老坛酸菜面因为一路晕车到了宿舍泡好面之后没啥胃口吃了两口让室友帮忙解决了现在宿舍有两个大怨种了,0
一想到我前几年经常吃我就但是我前几年都在国外留学哎好像大概也许不是足时发酵心中又有点庆幸不过有一说一国外卖的泡面对比国内基本上里面都缺调料包而且没国内的香可能就是没了内味,0
难怪我吃什么泡面都不会爆痘唯独吃老坛酸菜会,0
行了各位大家都是受害者我暑假吃了两箱,0
呜呜呜吃的最多的泡面就是酸菜其次酸辣卤香呜呜呜,2
BGM和视频都对了给,2
很庆幸自己不喜欢吃这个口味,0
曾经我都记不清我到底吃过多少捅老坛酸菜牛肉面加双汇泡面拍档香肠了,0
还好从来不吃老坛酸菜面我不喜欢酸菜,1
有没有跟我一样只爱小鸡炖蘑菇的,2
我就喜欢吃老坛酸菜每次都把酸菜吃的干干净净,2
我以前很喜欢老坛酸菜面的基本上每周都要吃,2
还好我不喜欢老坛酸菜面我喜欢藤椒面,0
淦我真的喜欢吃康师傅的虽然没吃过酸菜但是我从小到大基本没吃过除了康师傅以外的泡面了,2
我这种一直没吃过的是不是该庆幸了,0
我弟喜欢吃老坛酸菜hhhhhhh每次都买这个,2
我还搁这儿笑想起来我以前贼喜欢吃每次吃泡面都是老坛酸菜,0
现在又有了新口味了老坛泡菜,2
还好我从来都不吃酸菜和泡菜所以泡面我一直都没吃过老坛酸菜,1
我可能比他们要吃的多得多,0
配上孤勇者真的绝绝子,2
还好我最不喜欢吃老坛酸菜了,0
我真的超级喜欢酸菜和豆豉拌面结果爆出来这个消息麻了麻了,2
还以为蛋黄派开新号,0
其实我无所谓诶反正我没死我之前很喜欢老坛酸菜大不了不吃呗,0
哈哈哈哈哈哈不厚道的笑了还好我不喜欢吃泡菜和酸菜,0
感觉真的辜负了挺多喜欢这个口味的人,0
居然没有敬汉卿他可是准确只保留了酸菜连一口面都没有配哈哈哈哈哈哈,0
酸菜都这样谁知道其他调料包里面是什么,0
自从外卖出现就没吃过泡面了但是外卖也不一定比泡面干净我已经不求多干净了没变质就行,0
刑了315之前几天我刚吃了很无语很无语,0
我想起来敬汉卿好像有一次是拿老坛酸菜包做水煮鱼,2
记录生活的蛋黄派来看看你哈哈哈哈哈哈哈哈哈哈,2
哭了我也拍过一个吃老坛酸菜的视频好像还是二月份在家的时候当时觉得好香现在,2
笑死我从很早之前突然就爱上了藤椒味泡面然后就不吃老坛酸菜了,1
可惜我还挺喜欢老坛酸菜的即使看了新闻我还是想吃康师傅的被点名批评就不吃了白象说他肯定没问题以后吃白象老坛酸菜吧,0
这年头太难了吃个泡面都不能放心而且还是曾经最爱的,0
我以前也不吃老坛酸菜的,0
我也不知道为什么这个视频里面的UP主90都是我关注的,0
幸亏我一直都不爱吃老坛酸菜味的我觉得三鲜伊面和红烧牛肉面是yyds,0
我不喜酸菜牛肉面因为他嗦起来很呛我更喜欢鲜虾鱼板吃起来感觉清淡一点希望不要被刀了,0
谁说站在恒河里才算刘墉,0
记录生活的蛋黄派帅小伙这人视频好像你,2
越看还有点难受其实丧良心的那些企业对得起消费者吗,0
我终于赚了我也吃过酸菜面但从来不加酸菜包,2
我爸妈每次吃这个都不放酸菜包最后都我吃了,2
就没吃过老坛酸菜突然觉得自己捡了一条命,0
幸好我喜欢吃的是香辣牛肉面,2
从小学吃到大学你知道我这十几年是怎么过的吗,0
我就吃过一次老坛酸菜而且那次我吃了一口就不要了我一直不太能吃辣现在还好一点小学初中基本一点辣不沾当时是小学时候买的真是太幸运了基本算是没吃过了,0
可以看一下敬汉卿的哈哈哈,2
有没有这种可能康帅傅比康师傅会生点,0
我之前也喜欢吃老坛酸菜的买泡面必买老坛的,2
我之前最爱的口味是泡椒跟酸菜希望泡椒不会变成泡脚吧,2
还好长这么大我就吃过屈指可数的几次实在是不喜欢酸菜要不是没办法我肯定不会吃这个味道,0
还好我不太爱吃方便面感觉中招少一点早知道做法是这样的我宁愿自己踩不行自己踩我也吃不进去,0
我高中的时候经常在网上一箱一箱的在网上买泡面吃还都是酸菜面,2
虽然但是我以前感觉酸菜是真的好吃啊,2
我以前最爱吃的口味就是酸菜味啊,2
我大概是这个世界上最无助的人周四放学回家买了点零食妈妈问我要不要吃面我说我在找白象但是我没找到顺手拿起了红烧牛肉面旁边的老坛酸菜牛肉面回家的时候还和妈妈说还是这个味好吃回到家写完作业就打开手机刷视频看到了好几个打老坛酸菜的我了解前因后果后还是继续刷继续笑知道我拿了零食才想起来我买了一大包的老坛酸菜今天再一看是康师傅的,0
我小学五年级第一次吃老坛酸菜但是那个时候我觉得好难吃一大碗都给倒了还堵了一下厕所后来这么多年了几乎没碰过有先见之明了属于是,0
出国的朋友回来给带点特产呗不用别的老坛酸菜牛肉面就行,2
我以前最爱老坛酸菜了每天都吃哎现在想想真是,2
艹up刷到这些视频的顺序怎么跟我一样,0
真心庆幸自己不爱吃老坛酸菜味的,0
脚泡脚水和口气的纠缠,1
还好我从小就不爱吃老坛酸菜,0
这里面有幸存者名单不纯啊,0
这是找了多久才搞到这么多啊,0
就我一个不喜欢酸菜吗买过老坛酸菜面但是没用过酸菜包,0
我觉得吧就老坛酸菜大部分人都吃过加上很多没被爆料出来的食品这块还是自己烧安全,0
从来没吃过老坛酸菜泡面的我突然有些遗憾是什么情况,0
表面这是笑up主的视频但其实是送给我们自己的我们都是孤勇者,2
不是捧一踩N我下单了白象方便面总不至于伪劣产品还能连年亏损不过这么多天也没发货,0
还好我不喜欢吃老坛酸菜吃得很少前不久因为朋友买给我吃了一次现在很后悔像我这种一年能吃5次泡面都算多的人而且吃的话只吃香辣味的,0
还好我从小不喜欢吃酸菜算是躲过一劫,0
我这辈子吃过两次老坛酸菜不怎么喜欢这个味但是我知道这款销量最好,2
都吃泡面啦还在乎这么多只要不是影响健康的没被爆出来还不是正常吃爆出来不吃了只是觉得再吃没面子罢了,0
前几天我看完那视频去超市买东西的时候还拿了一包老坛酸菜面回来吃,2
哈哈哈哈哈有没有幸存者的来这里集合,2
有点心疼那些喜欢吃老坛酸菜面的人了,2
穷的时候天天吃方便面自从这个事曝出来后最近几天的食欲一直不振前几天和朋友们喝酒菜一口没动只吃花生米总感觉自己不干净了,0
老坛酸菜十多年了吧我记得当时上高中住宿晚上都喜欢在宿舍吃泡面突然小卖部多了老坛酸菜味的寝室里都买来吃的欢结果因为连续两礼拜吃老坛酸菜吃太多了导致我后来很少吃了,2
康师傅的面我吃了几次感觉没小时候奶奶煮的好吃可能是质量早就下滑了于是默认方便面是质量差的产品就没买过,0
幸好我从来不吃老坛酸菜从出来开始一次没吃过,0
高中吃最多的就是老坛酸菜,2
大飞或成唯一幸存玩家郑州人果然第一反应买白象,2
老坛酸菜我之前也吃但是我不喜欢吃菜所以会把酸菜包扔掉,0
鞭尸up主有没有可能我们也都是受害者谁没吃过这面呢看他们吃我回想到了曾经的我也是很喜欢这老坛酸菜面的而且吃了不少反正我是笑不出来只是感到一丝无奈,0
不过说实话确实好吃,2
笑死了人人是刘墉人人笑刘墉,0
我们国家的食品真是干净又卫生隔壁印度的食品安全问题太令人担忧了,0
我一直记得前几年有个人吃方便面得了胃癌他说就喜欢吃酸菜面放的视频也是酸菜面现在想想,2
我吃老谭酸菜都连汤水必喝完好吃的东西不能浪费,2
我怎么记得好像有个老哥用老坛酸菜做了道酸菜鱼,0
这让我想起之前在小红书总刷到那种帖子把你最喜欢的泡面打到评论区然后评论高赞基本都是老坛酸菜,2
今年25家里开过店也卖过这面但我本人从小至今只吃过一次这面我很庆幸尝了一次就觉得不好吃我只喜欢吃香菇鸡肉面和汤达人,0
我最讨厌老坛酸菜家里从来不买香菇炖鸡和鲜虾鱼板才是yyds,0
没有敬汉卿的酸菜鱼我不认可,0
省流蛋黄派觉得一般其他人竖大拇指和吃得嘶溜嘶溜的,2
不吃老坛酸菜泡面不代表没事这些酸菜并不是全部供给泡面商的市面上有部分商家酸菜鱼之类菜肴的酸菜也有可能是他们供给的,0
笑死之前kb接康师傅老坛酸菜的广告315出来后直播间疯狂破防我就说怎么就推老坛酸菜xdm他们给了我整整三箱老坛酸菜啊三箱,0
我以前真的挺喜欢老坛酸菜味的方便面的但是不喜欢吃酸菜不过还是吃过几次的,2
这么多年就吃过一次老坛酸菜几乎只要吃泡面的都多少吃过只是多少的问题我是吃过一次发现不喜欢,0
其实吃了多少年了问题不大,2
老坛酸菜我每个月都会吃一次艹脚气和,2
欢声笑语中是食品安全问题伤了多少食客的心啊看得出是真的喜欢的可是商家是拿什么来对待的,0
以前你吃的越开心现在你吐的多恶心酸菜永远的神,0
最不喜欢的味道出事了我只能说侥幸逃过一劫,0
我真裂开了我以前每次吃这个都得把那一包干净,0
我以前在坛酸菜面里面吃到了塑料袋我没有在意直到现在,0
白象用的也是和康师傅一样的酸菜贴吧上有人把图放出来了你们可以去看看,0
其实这玩意我都已经见怪不怪了像之前忘了啥牌子的泡椒凤爪也是随便丢地上的所以我对这种腌制的带点酸的东西一直都没啥好感,0
越看越觉得应该直接吊路灯劣质酸菜中国专供特供属实良心大大滴好,0
关键这种方便面和星巴克汉堡王不太一样后者食品问题发生头几天可能还把你当人对待部分消费者脸皮放下来去吃至少还能放心点但这种面啊调料能放个一年半载的买的时候不注意生产日期就买到头奖了谁能保证后面吃的不是之前的面饼和调料呢,0
死亡回放,2
记录生活的蛋黄派,2
得亏以前就不喜欢酸菜每回都没放,0
笑死从来没吃过老坛酸菜的方便面,0
记录生活的蛋黄派帅小伙是封面哎,2
本来很难受的看到他们感觉没那么难受了,0
我终于知道为啥他尿酸高了,0
別只吃面啊多喝点汤营养全在汤里,1
看着他们很享受的样子我陷入了沉思,2
我以前一年吃12箱老坛很开胃谁能想的到,2
我吃过很多老坛酸菜可能我内心比较强大没有什么影响倒是我弟他吃的不比我少有时候还枪我的老坛酸菜不知道他这时候怎么想,0
我买方便面都是老坛酸菜越看这个视频越感觉难受,0
兔叭咯2020年11月15号老坛酸菜牛肉面广告的视频大家可以去看下,1
还好我没吃过我一直都感觉老坛酸菜牛肉面是所有泡面里最难吃的所以基本没吃过,0
还好我吃老坛酸菜都不放酸菜包的,0
作者大鑫的那个是自己做的面这不过面用的是泡面,0
海鲜面别出问题就行还好我不太喜欢老坛酸菜,0
喜欢剪辑的小利歪有你吃过的一面吗,2
之前有一段时间我还挺喜欢老坛酸菜牛肉的,2
这个面我很久以前的时候经常吃那个时候一桶面还送一个火腿肠后来吃的少了估计是吃腻了对于爱吃酸的人来说这面的确好吃但是这个食品安全问题啊真是一言难尽非要等到315曝光了才能解决吗一年才一期节目能解决几个剩下的呢我现在真是躺平了我觉得很有可能这酸菜只是众多不合格产品中的冰山一角,0
记录生活的蛋黄派,2
很庆幸我不吃辣就吃过一次贼辣就再也没吃过要十年了,2
你就说它酸不酸把自从大爷不用脚了我在也没吃过当年那个味道的酸菜了呜呜呜呜,0
我也曾经爱过,2
好活今晚应该就可以突破百万播放,2
我已经尽量买原材料了调料只用盐,0
弹幕看到一条谁说在印度才算刘墉直接笑喷,0
有没有人像我一样吃老坛酸菜从不放酸菜包的,0
不是脚踩的我不吃,0
让我自闭的是以为这种类似大企业会好点没想到那么酸爽,0
笑死吃过一箱,0
让他们知道知道互联网是有记忆的,2
谁说污泥满身的不算英雄,0
真的很久没吃过老坛酸菜味了我只喜欢吃红烧牛肉味的唯一有印象的是过年前买了三桶统一的方便面香辣红烧老坛酸菜我放客厅桌子上了然后过年家里来人吃饭有个小孩不吃羊肉不吃菜就盯上了我的酸菜方便面当时还觉得这小孩有问题好菜不吃非要吃方便面现在我只想感谢他阿里嘎多熊孩子,0
首页通知书,2
jio气上头,2
以前只吃酸菜的,2
做这个料包的人可是看了好几年啊我们只是看了两天朋友们,2
受害者名单,0
爱你对峙过绝望不肯哭一场,2
太好了大家都塌房了,2
没啥好笑的挺悲哀的谁没吃过呢事后诸葛亮开始嘲笑前人做过的视频而谁又不是此事件的受害者,0
杀人诛心是吧,0
有的人活着但他已经死了,0
大家平时都信任的品牌结果搞这出,0
造他就完了,0
我不吃老坛酸菜的原因是它太辣了我只吃香辣的,2
爱老坛酸菜没问题别爱康师傅,2
不懂就问为什么这些人头上有个圈,0
笑着笑着就哭了我曾经也是跟他们一样狼吞虎咽啊,2
我艹我想起来了放假回家我奶奶就会买一箱袋装老坛酸菜我一个月就会吃完然后她又会买一箱,2
这配乐笑死了,0
以前就纳闷为啥吃这个老坛酸菜老是会拉稀拉的比吃华莱士还猛到后面我就不喜欢吃这个了这个315又给我上了一课现在的情况是什么谁敢送康师傅不管是老坛的还是什么的都会被揍,0
还好我小时候不喜欢吃只喜欢吃思圆,2
之前吃过一次感觉有点臭不好吃就没吃了没想到现在,0
谁没吃过老坛酸菜呀,0
1都跟我走,2
大家都是股涌者,1
Kiki真的不弱,2
人人都笑刘庸人人不如刘庸,0
足时发酵,2
众所周知买中国制造你得买出口的,2
印证了眼不见为净我也就连续吃了一个月,0
寒假嗯造了一个月的老坛酸菜,2
怎么没有敬汉卿,0
死亡名单,1
建议改成足庸遮,0
我刚吃小鸡炖蘑菇吃出了烟头兄弟萌别买康师傅的了康师傅也妹拿咱们当人呀买白象的吧,0
看着他们像在照镜子,2
BV1CZ4y1R7xk,2
正经人谁吃本土酸菜呀洋人吃的才是好的嘛,2
咕涌着,2
我超爱吃酸菜鱼,2
印证了眼不见为净我也就连续吃了一个月,0
有没有一种可能大家都吃过,2
九九八十一天发酵指的是从其他厂商那买然后在仓库里放了九九八十一天密制指的是加入脚气烟头等等因人而异的东西保证每次都有新东西老坛坛子的年龄能喝土坑比老吗土坑才是真正的老坛,2
人崩溃了原来最喜欢的就是老坛酸菜面看来还是好好吃食堂吧虽然食堂也被爆过卫生问题,0
他们都是孤勇者泪目,2
想想自己初中高中不知道吃了多少泡面哎但是再想想早就拉出去了约等于没吃,0
都刷到过这几天,2
弹幕一堆说白象没事的别搞笑了这种大量的酸菜也好其他酸豆角泡椒啥的基本都差不多只能说没爆出来罢了,0
这脚气面真好吃,2
杀人诛心舒服,2
就我从来没吃过两个牌子的酸菜面本来就不太好最近疫情顺流而下也就吃吃螺蛳粉,0
前排火钳刘明,2
所有的酸菜牛肉面我还真没吃过一个人路过,0
打小不爱吃酸菜,0
笑着笑着就哭了,2
味道很好就是赚钱了渐渐的变坏了,2
人人笑刘墉人人都是刘墉,2
没有敬汉卿我不是很认可,0
笑着笑着就哭了,2
从来没吃过酸菜味的方便面哈哈,2
大爷的脚皮香不香,0
受害人名单,0
我刚吃小鸡炖蘑菇吃出了烟头兄弟萌别买康师傅的了康师傅也妹拿咱们当人呀买白象的吧,0
就是那个酱包香放不放酸菜都一样,2
谁说在印度生活的才叫刘墉,1
告诉大家我是怎么避开老坛酸菜的我喜欢拿泡面拌着吃但是老坛酸菜的蔬菜包和盐包是同一包这就很离谱了再加上老坛酸菜包本来就咸拌起来就更咸了所以我基本上不吃老坛酸菜,0
以前真的最爱老痰酸菜了,2
我以前还挺喜欢那个酸菜料包的,2
这BGM还以为他们在为人类命运做实验一样,0
我嫌老坛酸菜不够辣每次我都吃的是竹笋泡椒,2
我只吃过一次老坛酸菜那一次我觉得特别难吃吃了一口就倒了,0
这也太讽刺了,0
遗容遗表,2
我就知道有这个视频,2
虽然但是就我没吃过老坛酸菜牛肉面吗真的从来一口都没吃过,0
老痰臭脚酸菜肉面,0
315是作秀吧一年365就上一天班吗,0
只有我老坛酸菜从来不放酸菜包吗但是我爱加火腿肠双汇,2
一狗得骨止一狗仍从复投之后狗止而前狗又至,0
所以那个号是假的吗,0
技术好高我看着直接上纯色心头一紧结果是直接在上面调色画笔刷也是出乎意料豪放写意画的真的很好感觉视频拍出了一种独到的风情可能这就是对乡村振兴的精神面貌吧自信飒爽币拿去,2
这次是官方认证的大家可以放心白嫖了,2
融不进的城市回不去的乡村,0
省流美食撩发稻香土狗墙画活体印刷,2
所以你甩颜料的样子很靓仔但是你洗衣服的样子真的很狼狈,0
我是你557个粉丝记住我啊,2
啊那我之前的币和赞终究是错付了,2
鸡你礼貌吗,0
这个狗子能处,0
医疗教育各种不方便没配套怎么能留住年轻人乡村如何振兴,0
一个精良团队倾力打造农村幻像给在城市挣扎的人看美化农村可现在农村的主旋律是老人闭塞和落后事实上内心不安宁走到哪儿都是焦虑有些地方只有你不去才能美好,0
明明是自己喜欢的事情为什么总闷闷不乐呢弄的我好想抚平Up皱起的眉呢,0
我现在看到这种大片自家可以种花种菜的地眼睛就在放光,2
愣着干嘛关注啊,0
哈哈哈哈哈哈哈我就说嘛我明明关注了的你终于来啦,2
优雅永不过时,2
有没有这个视频反复看看了不止一遍的,0
一狗得骨止一狗仍从复投之后狗止而前狗又至,0
所以那个号是假的吗,0
技术好高我看着直接上纯色心头一紧结果是直接在上面调色画笔刷也是出乎意料豪放写意画的真的很好感觉视频拍出了一种独到的风情可能这就是对乡村振兴的精神面貌吧自信飒爽币拿去,2
这次是官方认证的大家可以放心白嫖了,2
融不进的城市回不去的乡村,0
省流美食撩发稻香土狗墙画活体印刷,2
所以你甩颜料的样子很靓仔但是你洗衣服的样子真的很狼狈,0
我是你557个粉丝记住我啊,2
啊那我之前的币和赞终究是错付了,2
鸡你礼貌吗,0
这个狗子能处,0
医疗教育各种不方便没配套怎么能留住年轻人乡村如何振兴,0
一个精良团队倾力打造农村幻像给在城市挣扎的人看美化农村可现在农村的主旋律是老人闭塞和落后事实上内心不安宁走到哪儿都是焦虑有些地方只有你不去才能美好,0
明明是自己喜欢的事情为什么总闷闷不乐呢弄的我好想抚平Up皱起的眉呢,0
我现在看到这种大片自家可以种花种菜的地眼睛就在放光,2
愣着干嘛关注啊,0
哈哈哈哈哈哈哈我就说嘛我明明关注了的你终于来啦,2
优雅永不过时,2
有没有这个视频反复看看了不止一遍的,0
读书的目的不是为了让你摆脱贫困的家乡而是让你带着家乡摆脱贫困,0
小心那个说话不利索的up主鉴定你,0
第一艺术是人民的是群众的脱离了人民群众的那不叫艺术起码不能是我们所需要和倡导的艺术第二中国梦乡村振兴不是水中花镜中月它们最深沉的根基在人民心中更需要我们努力去实现它,1
做鸭没有好下场,0
你以为他是个绘画人其实他是个手艺人你以为他是个手艺人其实他是个厨师你以为他是个厨师其实他是个up主,0
站不起来的蒙蒙我知道这是真的就是想看你夸夸他,2
站不起来的蒙蒙,0
我以为要给鸭洗澡没想到把它给炖了,0
为什么只有起手局部的特写接到下个镜头后细节都完成了每个地方都是up拍摄手法有点独特,2
从结果上看鸡和鹅比鸭墙太多了,0
一开始我以为就是刮个大白,0
如果你把在城市的努力程度放到农村你的生活也会过的很好谢谢up,2
鹅哦画画啊鸡哦画画啊鸭哦哦哦哦哦,2
现在疫情在家网课大学三年没几天在学校在家很压抑正压抑烦躁看这个视频配上周董稻香还蛮解压的,2
站不起来的蒙蒙鉴定一下真假,0
摆拍的农村生活确实让人羡慕但是实际的农村生活只有不便利麻烦琐碎,1
我愿称之为人民艺术家,2
礼貌吗凭啥子鹅哥和鸡姐就配合画画单独谋害劳资鸭,0
谁能拒绝一个会画画会做饭同时刘海又很飘逸的男人,2
以为是养鸟的没想到是画画的哈哈哈,2
萌宠区美食区绘画区手工区UP主,2
羡慕我附近没有这种人才我一直想找个给我房子画个图的,2
内个说话不利索的小姑娘快来鉴定一下,0
美术考试落榜原因考场不让用活体印刷,0
好巧最近某狗送了7天的VIP,2
看到这里真心觉得把乡村的基础设施弄好才是真正的乡村现代化而不是让农村变成城市或者让农村人变成城市人,0
一个作品囊括绘画区美食区萌宠区乡村区俊男区等元素关注不亏,2
十年前村里都往城市跑十年后城里都道农村好大力支持国家乡村振兴战略,2
装修区美术区美食区萌宠区,2
要不要艾特某个说话特别不利索的up过来看看,0
好惬意的感觉,2
过河拆桥雁过拔毛卸磨杀驴飞鸟尽良弓藏狡兔死良狗烹,0
在城市努力是不想回到农村所以在农村是没有多少人还会跟城市一样努力,2
好潇洒啊能做着自己喜欢的事情艺术也并未那个高雅的触不可及了源自生活的才是真正的艺术,2
快艾特一哈那个说话不利索的女孩子,2
真的高手从小就羡慕五年级的时候看着一位大哥在我们学校墙上画画的很好看,2
哈哈哈我来看看我是几级的大佬顺便为作者加油,2
活体印刷笑死我了,0
以为是打灰区up后来像美术区up再一看是书法区up没想到其实是美食区up结果是宠物区up,0
一农晚归担中丹尽乡人归火肉农食时至犬闻味而不去农夫食肉投之以骨犬衔骨而去帅群犬之农夫之所农夫愕愕然复以骨投之一犬得其骨走之待众犬皆走两小犬复回看官皆喜以三连掷于upup亦大喜,2
本视频没有任何小动物受到伤害,0
画画区美食区萌宠区up,2
画墙画都要求这么高技术力了吗那我这艺术学院不待也罢,0
来说话不利索的蒙蒙给他整个活站不起来的蒙蒙,0
我看你骨骼清奇,2
这得多少个机位顶级团队呀不得不说自媒体真赚钱,0
小心那个说话不利索的小姑娘,0
所以这是失传已久的活体印刷术吗,0
结尾也太可爱了吧满曳的小屋,2
想起了我和我的家乡里边腾哥扮演的马亮,2
最开始以为就是装修腻子粉的铺粉就点赞了觉得背景音乐好配心情好美后来up居然是一个艺术生厉害而且最后那四个字点题我在畅想国内农村以后就是这个趋势必须的最美乡村在未来的中国,2
头可断血可流发型不能乱想当年我也是这个样子的,2
事实证明选对BGM也是视频成功的一小部分,2
131分还有5000个夜猫子一起看呢,2
我必须得说谢谢您首先是我身为一个农村在姥爷身边长大的孩子看到了这种乡村不禁回忆起小时候农村的快乐谢谢您其次是我本人是学画画的但是时至今日我已经快三年没动过笔了因为某些原因一度摆烂消极您的画真的给了我很大的激励我也不知道为什么看到了着墙上的画就是感觉很亲切但是还是谢谢您最后杀鹅那段让我想起了姥爷没去世之前在农村姥爷杀大鹅给我吃的时候还是谢谢您已经关注您了您的视频真的很好希望以后还能看到您的视频谢谢您辛苦的产出以及让我回想起美好的回忆,2
我不知道把你放哪个区所以我还是不关注了吧,0
让你吃到真正的石灰,0
坏了兄弟们快跑他是真会只有我是真的摆烂,0
鸡表示我已经在收拾东西准备跑路了,0
就这四个字你就说正不正能量吧,0
我本来是进来听稻香的结果他在粉刷墙以为是个解压视频接着发现他在画画看完画以为结束了结果还表演了烧大鹅,2
不是你的技术吸引我而是你那不羁的气质,0
这样霍霍颜料喜欢画画的人都沉默了,2
农民并不就应当代表着落后自私肮脏农民应当与市民一样只是居住的地域不同拒绝身份小农带来的刻板印象还中国的田园风光一个正常的自然生态风貌,0
看到乡村振兴四个字时不知为何内心震颤眼眶湿润佩服,2
师傅你是做什么工作的啊,0
视频很好看内容很丰富,2
我赚大了两个币看三个区美食绘画萌宠,2
久而久之人们渐渐忘记了幸福其实是一种精神上的体验而不是物质上的富足,2
本以为是个粉刷匠结果却是个艺术家,0
狗是我不配,0
站不起来的蒙蒙快说话不利索的up鉴定一下,0
小心那个说话不利索的小女孩站不起来的蒙蒙,0
乡村振兴up主,2
结尾三狗对视,0
开那个话都说不利索的女孩我有点分不清了,0
站不起来的蒙蒙,0
看标题以为是音乐区接着看到这么帅的up主以为是时尚区然后看到墙上以为是画画区接着看到鸭子又以为是美食区最后看到狗子才发现这是宠物区,0
哥们你确认这个真的可以画出来是吧要不然我可叫那个说话不利索的女孩过来看看了啊站不起来的蒙蒙,0
前一秒这是什么东西是个人都会后一秒我是个什么东西,0
前一秒这是什么东西是个人都会后一秒我是个什么东西,0
刚来农村小伙生活vlog还会自己糊墙好厉害好像不对劲有没有一种可能他真的在作画,0
你的视频真的好棒好有感染力整个视频没有文案却无时不透露着积极给人一种奋发向上的感觉这种感觉的鼓励性于我而言是远超那些lj鸡汤视频让我在视频还没看完就确定了自己要坚持做什么,2
站不起来的蒙蒙,0
站不起来的蒙蒙,0
站不起来的蒙蒙,0
站不起来的蒙蒙来看看,0
站不起来的蒙蒙,0
站不起来的蒙蒙快来鉴定一下这是不是魔法,0
站不起来的蒙蒙,0
请问这是什么up主,0
站不起来的蒙蒙,0
这就是传说中的活体印刷吧,2
好厉害关注了,2
要相信所有的不美好都是为了迎接美好所有的困难都会为努力让道,2
现在关注我就是老粉了趁你还在2级摸摸脑袋,2
现在当个美食uP主都这么卷了吗连油画都学会了,2
wocao我到底是哪一步没跟上呢,0
第5759个粉丝,2
兄弟能来我家涂鸦吗,0
up也就比各位彦祖帅一丢丢吧,2
可以关注鸟哥抖音就叫帅农鸟哥,2
质量真高,2
本来感觉是个sab没想到最后还莫名挺帅的三联支持你一波,2
音乐区绘画区美食区宠物区搞笑区,2
不知道为啥看到这种视频明明知道是真画但是就能想到那个说话不利索的女生,0
我看完直接哇塞一开始只是以为画画视频后来发现还有做饭哈哈哈哈哈哈哈然后视频看着很好轻松好舒服很随性的感觉画草开始到后面全程惊艳投币点赞啦视频质量真的很高,2
快艾特那个说话不利索的女孩,0
很好就喜欢看这种个性的,2
下一个李子柒,2
站不起来的蒙蒙这是真的吗,0
但凡我有这位师傅一半的技术功底也不至于现在还在电子厂打螺丝,0
大白鹅我做错了什么,0
害怕那个说话不利索的女孩子会来,0
up主靠山的话能不能多拍点山里的风景,2
台上一分钟台下十年功,2
不知道为什么想到了刷子李,0
太帅了哥,2
涨了5000粉吃个饭功夫,0
乡村振兴格局,2
乡村振兴格局,2
玛奇玛是坏女人,1
萌萌哒的水水哇,2
牛逼哥,2
众所周知画草就应该用草去画画鸡就应该用鸡去画,2
可不可以投个横屏呀没法投币啊,0
能把我画上去吗,1
有内味儿了,2
狗听见糊涂你听了不明白,0
有人问为什么蓝天上为什么不画只飞鸟这句话问的好因为他没找到,0
前两天我看的时候才五万粉,0
人民的艺术家,2
技术人才屈才了httpsb23tvhdLpU7l,2
小心那个说话不利索的女孩,0
浪漫生活,2
全村的狗都等着老哥开饭呢,0
为了这三只鸡鸭鹅我要这硬币有何用,0
站不起来的蒙蒙这个好腻害啊,0
一个人拍都能这么深度学习了学习了,2
我刚吃完午饭散步的路上还在说我喜欢问墙腻子的味儿,2
下个视频我很怀疑up会不会把颜料放头上涂墙上,0
竖屏投币在哪里,0
没能留在墙上那就进入锅里,0
二分36秒up好像甄子丹啊,2
加油你最棒,2
2级30W粉厉害了我的哥,0
站不起来的蒙蒙,0
难得看见真画的此处应该艾特说话不太利索的女孩,2
利索区up出来,2
特么两天涨粉十几万,0
不仅画的好视频还有意思什么神仙up关注了,2
画就好好画干嘛老把颜料往我脸上泼啊,1
我是不是生病了我好像爱上他了他好帅啊QAQ,2
我昨天关注时才16万粉丝,2
我是一个粉刷匠粉刷本领强,2
